Gene.refGene	Mim Number	Phenotypes
SLC35C1	605881	Congenital disorder of glycosylation, type IIc, 266265 (3), Autosomal recessive
CRY2	603732	
MAPK8IP1	604641	{Diabetes mellitus, noninsulin-dependent}, 125853 (3), Autosomal dominant
PEX16	603360	"Peroxisome biogenesis disorder 8A, (Zellweger), 614876 (3); Peroxisome biogenesis disorder 8B, 614877 (3)"
LARGE2	609709	
PHF21A	608325	
CREB3L1	616215	
DGKZ	601441	
MDK	162096	
CHRM4	118495	
AMBRA1	611359	
HARBI1	615086	
ATG13	615088	
ARHGAP1	602732	
ZNF408	616454	"?Exudative vitreoretinopathy 6, 616468 (3), Autosomal dominant; Retinitis pigmentosa 72, 616469 (3), Autosomal recessive"
F2	176930	"Dysprothrombinemia, 613679 (3), Autosomal recessive; Hypoprothrombinemia, 613679 (3), Autosomal recessive; {Pregnancy loss, recurrent, susceptibility to, 2}, 614390 (3), Autosomal dominant; {Stroke, ischemic, susceptibility to}, 601367 (3), Multifactorial; Thrombophilia due to thrombin defect, 188050 (3), Autosomal dominant"
CKAP5	611142	
LRP4	604270	"Cenani-Lenz syndactyly syndrome, 212780 (3), Autosomal recessive; ?Myasthenic syndrome, congenital, 17, 616304 (3), Autosomal recessive; Sclerosteosis 2, 614305 (3), Autosomal recessive, Autosomal dominant"
ARFGAP2	606908	
PACSIN3	606513	
DDB2	600811	Xeroderma pigmentosum, group E, DDB-negative subtype, 278740 (3), Autosomal recessive
ACP2	171650	?Lysosomal acid phosphatase deficiency, 200950 (1), Autosomal recessive
MADD	603584	
MYBPC3	600958	"Cardiomyopathy, dilated, 1MM, 615396 (3), Autosomal dominant; Cardiomyopathy, hypertrophic, 4, 115197 (3), Autosomal dominant; Left ventricular noncompaction 10, 615396 (3), Autosomal dominant"
SPI1	165170	
SLC39A13	608735	Spondylocheirodysplasia, Ehlers-Danlos syndrome-like, 612350 (3), Autosomal recessive
PSMC3	186852	
RAPSN	601592	"Fetal akinesia deformation sequence, 208150 (3), Autosomal recessive; Myasthenic syndrome, congenital, 11, associated with acetylcholine receptor deficiency, 616326 (3), Autosomal recessive"
CELF1	601074	
NDUFS3	603846	"Leigh syndrome due to mitochondrial complex I deficiency, 256000 (3), Autosomal recessive, Mitochondrial; Mitochondrial complex I deficiency, 252010 (3), Autosomal recessive, X-linked dominant, Mitochondrial"
C1QTNF4	614911	
MTCH2	613221	
FNBP4	615265	
NUP160	607614	
PTPRJ	600925	Colon cancer, somatic, 114500 (3)
FOLH1	600934	
OR4C46	614273	
FNL2	135610	
PURAQTL1	612795	[Polyunsaturated fatty acids plasma level QTL1], 612795 (2)
SCA20, DUP11q12, C11DUPq12	608687	Spinocerebellar ataxia 20, 608687 (4), Autosomal dominant
OR5I1	608496	
OR5F1	608492	
LRRC55	615213	
APLNR	600052	
TNKS1BP1	607104	
SSRP1	604328	
P2RX3	600843	
PRG3	606814	
PRG2	605601	
RTN4RL2	610462	
SLC43A1	603733	
TIMM10	602251	
SMTNL1	613664	
UBE2L6	603890	
SERPING1	606860	"Angioedema, hereditary, types I and II, 106100 (3), Autosomal dominant; Complement component 4, partial deficiency of, 120790 (3), Autosomal dominant"
MIR130A	610175	
YPEL4	609725	
CLP1	608757	Pontocerebellar hypoplasia, type 10, 615803 (3), Autosomal recessive
ZDHHC5	614586	
MED19	612385	
TMX2	616715	
C11orf31	607914	
CTNND1	601045	
LPXN	605390	
CNTF	118945	
GLYAT	607424	
GLYATL2	614762	
GLYATL1	614761	
FAM111B	615584	Poikiloderma, hereditary fibrosing, with tendon contractures, myopathy, and pulmonary fibrosis, 615704 (3), Autosomal dominant
FAM111A	615292	"Gracile bone dysplasia, 602361 (3), Autosomal dominant; Kenny-Caffey syndrome, type 2, 127000 (3), Autosomal dominant"
DTX4	616110	
MPEG1	610390	
OR5AN1	615702	
OSBP	167040	
PATL1	614660	
STX3	600876	
MRPL16	611829	
GIF	609342	Intrinsic factor deficiency, 261000 (3), Autosomal recessive
TCN1	189905	
MS4A3	606498	
MS4A2	147138	{Atopy, susceptibility to}, 147050 (3), Autosomal dominant
MS4A6A	606548	
MS4A4E	608401	
MS4A4A	606547	
MS4A6E	608402	
MS4A7	606502	
MS4A5	606499	
MS4A1	112210	Immunodeficiency, common variable, 5, 613495 (3), Autosomal recessive
MS4A12	606550	
MS4A8	606549	
MS4A10	608403	
CCDC86	611293	
PTGDR2	604837	
ZP1	195000	Oocyte maturation defect 1, 615774 (3), Autosomal recessive
PRPF19	608330	
SLC15A3	610408	
CD6	186720	
CD5	153340	
VPS37C	610038	
PGA4	169720	
PGA5	169730	
VWCE	611115	
DDB1	600045	
TKFC	615844	
TMEM138	614459	Joubert syndrome 16, 614465 (3), Autosomal recessive
TMEM216	613277	"Joubert syndrome 2, 608091 (3), Autosomal recessive; Meckel syndrome 2, 603194 (3), Autosomal recessive"
SDHAF2	613019	Paragangliomas 2, 601650 (3), Autosomal dominant
SYT7	604146	
DAGLA	614015	
MYRF	608329	
FEN1	600393	
FADS1	606148	
FADS2	606149	
FADS3	606150	
BEST1	607854	"Bestrophinopathy, autosomal recessive, 611809 (3); Macular dystrophy, vitelliform, 2, 153700 (3), Autosomal dominant; Microcornea, rod-cone dystrophy, cataract, and posterior staphyloma, 193220 (3), Autosomal dominant; Retinitis pigmentosa, concentric, 613194 (3); Retinitis pigmentosa-50, 613194 (3); Vitreoretinochoroidopathy, 193220 (3), Autosomal dominant"
FTH1	134770	?Hemochromatosis, type 5, 615517 (3), Autosomal dominant
INCENP	604411	
SCGB1D1	615060	
SCGB2A1	604398	
SCGB1D2	615061	
SCGB2A2	605562	
SCGB1D4	615062	
SCGB1A1	192020	
AHNAK	103390	
EEF1G	130593	
MTA2	603947	
ROM1	180721	Retinitis pigmentosa 7, digenic, 608133 (3), Autosomal recessive, Autosomal dominant
B3GAT3	606374	Multiple joint dislocations, short stature, craniofacial dysmorphism, with or without congenital heart defects, 245600 (3), Autosomal recessive
GANAB	104160	
INTS5	611349	
UQCC3	616097	?Mitochondrial complex III deficiency, nuclear type 9, 616111 (3), Autosomal recessive
UBXN1	616378	
BSCL2	606158	"Encephalopathy, progressive, with or without lipodystrophy, 615924 (3), Autosomal recessive; Lipodystrophy, congenital generalized, type 2, 269700 (3), Autosomal recessive; Neuropathy, distal hereditary motor, type VA, 600794 (3), Autosomal dominant; Silver spastic paraplegia syndrome, 270685 (3), Autosomal dominant"
POLR2G	602013	
NXF1	602647	
STX5	603189	
SNHG1	603222	
SNORD22	603223	
SNORD31	603230	
SNORD30	603229	
SNORD29	603228	
SNORD28	603227	
SNORD27	603226	
SNORD26	603225	
SNORD25	603224	
SLC3A2	158070	
CHRM1	118510	
SLC22A6	607582	
SLC22A8	607581	
SLC22A24	611698	
SLC22A25	610792	
SLC22A10	607580	
SLC22A9	607579	
LGALS12	606096	
RARRES3	605092	
HRASLS2	613866	
PLA2G16	613867	
ESA4	133220	
HPC14	611958	{Prostate cancer, hereditary, 14}, 611958 (2)
IDDM4	600319	{Diabetes mellitus, insulin-dependent, 4}, 600319 (2)
OTDD, DEL11q13, C11DELq13	166750	Otodental dysplasia chromsome deletion syndrome, 166750 (4), Autosomal dominant
PGA3	169710	
SEA	165110	
SMAR	607088	Spinal muscular atrophy, chronic distal, autosomal recessive, 607088 (2), Autosomal recessive
ST3	191181	Cervical carcinoma, 191181 (2)
ATL3	609369	Neuropathy, hereditary sensory, type IF, 615632 (3), Autosomal dominant
RTN3	604249	
C11orf95	615699	
MARK2	600526	
RCOR2	616019	
COX8A	123870	?Mitochondrial complex IV deficiency, 220110 (3), Autosomal recessive, Mitochondrial
OTUB1	608337	
MACROD1	610400	
FLRT1	604806	
STIP1	605063	
FERMT3	607901	Leukocyte adhesion deficiency, type III, 612840 (3), Autosomal recessive
TRPT1	610470	
DNAJC4	604189	
VEGFB	601398	
FKBP2	186946	
PPP1R14B	601140	
PLCB3	600230	
BAD	603167	
KCNK4	605720	
ESRRA	601998	
PRDX5	606583	
CCDC88B	611205	
RPS6KA4	603606	
SLC22A11	607097	
SLC22A12	607096	Hypouricemia, renal, 220150 (3), Autosomal recessive
NRXN2	600566	
RASGRP2	605577	?Bleeding disorder, platelet-type, 18, 615888 (3), Autosomal recessive
PYGM	608455	McArdle disease, 232600 (3), Autosomal recessive
SF1	601516	
MAP4K2	603166	
MEN1	613733	"Adrenal adenoma, somatic (3); Angiofibroma, somatic (3); Carcinoid tumor of lung (3); Lipoma, somatic (3); Multiple endocrine neoplasia 1, 131100 (3), Autosomal dominant; Parathyroid adenoma, somatic (3)"
CDC42BPG	613991	
EHD1	605888	
MIR192	610939	
MIR194-2	610941	
ATG2A	616225	
PPP2R5B	601644	
BATF2	614983	
ARL2	601175	
SNX15	605964	
NAALADL1	602640	
CDCA5	609374	
VPS51	615738	
TM7SF2	603414	
ZNHIT2	604575	
FAU	134690	
MRPL49	606866	
SYVN1	608046	
SPDYC	614030	
CAPN1	114220	Spastic paraplegia 76, autosomal recessive, 616907 (3), Autosomal recessive
SLC22A20	611696	
CDC42EP2	606132	
DPF2	601671	
SLC25A45	610825	
NEAT1	612769	
MALAT1	607924	
SCYL1	607982	Spinocerebellar ataxia, autosomal recessive 21, 616719 (3), Autosomal recessive
LTBP3	602090	Dental anomalies and short stature, 601216 (3), Autosomal recessive
FAM89B	616128	
KCNK7	603940	
MAP3K11	600050	
SIPA1	602180	
RELA	164014	
KAT5	601409	
RNASEH2C	610330	Aicardi-Goutieres syndrome 3, 610329 (3), Autosomal recessive
AP5B1	614367	
OVOL1	602313	
CFL1	601442	
MUS81	606591	
EFEMP2	604633	Cutis laxa, autosomal recessive, type IB, 614437 (3), Autosomal recessive
CTSW	602364	
FIBP	608296	
CCDC85B	605360	
FOSL1	136515	
DRAP1	602289	
SART1	605941	
BANF1	603811	Nestor-Guillermo progeria syndrome, 614008 (3), Autosomal recessive
CST6	601891	
CATSPER1	606389	Spermatogenic failure 7, 612997 (3), Autosomal recessive
GAL3ST3	608234	
SF3B2	605591	
PACS1	607492	Mental retardation, autosomal dominant 17, 615009 (3)
KLC2	611729	Spastic paraplegia, optic atrophy, and neuropathy, 609541 (3), Autosomal recessive
RAB1B	612565	
CNIH2	611288	
YIF1A	611484	
CD248	606064	
BRMS1	606259	
B4GAT1	605517	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 13, 615287 (3), Autosomal recessive
SLC29A2	602110	
NPAS4	608554	
MRPL11	611826	
PELI3	609827	
DPP3	606818	
BBS1	209901	Bardet-Biedl syndrome 1, 209900 (3), Autosomal recessive, Digenic recessive
ACTN3	102574	"[Alpha-actinin-3 deficiency] (3); [Sprinting performance] (3)"
CTSF	603539	Ceroid lipofuscinosis, neuronal, 13, Kufs type, 615362 (3), Autosomal recessive
CCS	603864	
RBM14	612409	
RBM4	602571	
SPTBN2	604985	"Spinocerebellar ataxia 5, 600224 (3), Autosomal dominant; Spinocerebellar ataxia, autosomal recessive 14, 615386 (3), Autosomal recessive"
C11orf80	616109	
RCE1	605385	
PC	608786	Pyruvate carboxylase deficiency, 266150 (3), Autosomal recessive
LRFN4	612810	
SYT12	606436	
RHOD	605781	
KDM2A	605657	
GRK2	109635	
ANKRD13D	615126	
SSH3	606780	
POLD4	611525	
CLCF1	607672	Cold-induced sweating syndrome 2, 610313 (3), Autosomal recessive
RAD9A	603761	
PPP1CA	176875	
TBC1D10C	610831	
CARNS1	613368	
PTPRCAP	601577	
CORO1B	609849	
CABP4	608965	Cone-rod synaptic disorder, congenital nonprogressive, 610427 (3), Autosomal recessive
AIP	605555	"Pituitary adenoma, ACTH-secreting, 219090 (3), Autosomal recessive; Pituitary adenoma, growth hormone-secreting, 102200 (3), Autosomal dominant, Somatic mutation; Pituitary adenoma, prolactin-secreting, 600634 (3)"
CABP2	607314	Deafness, autosomal recessive 93, 614899 (3), Autosomal recessive
GSTP1	134660	
NDUFV1	161015	Mitochondrial complex I deficiency, 252010 (3), Autosomal recessive, X-linked dominant, Mitochondrial
TBX10	604648	
ACY3	614413	
ALDH3B2	601917	
UNC93B1	608204	{Herpes simplex encephalitis, susceptibility to, 1}, 610551 (3)
ALDH3B1	600466	
NDUFS8	602141	Leigh syndrome due to mitochondrial complex I deficiency, 256000 (3), Autosomal recessive, Mitochondrial
TCIRG1	604592	Osteopetrosis, autosomal recessive 1, 259700 (3), Autosomal recessive
CHKA	118491	
KMT5B	610881	
C11orf24	610880	
LRP5	603506	"[Bone mineral density variability 1], 601884 (3), Autosomal dominant; Exudative vitreoretinopathy 4, 601813 (3), Autosomal recessive, Autosomal dominant; Hyperostosis, endosteal, 144750 (3), Autosomal dominant; Osteopetrosis, autosomal dominant 1, 607634 (3), Autosomal dominant; Osteoporosis-pseudoglioma syndrome, 259770 (3), Autosomal recessive; {Osteoporosis}, 166710 (3), Autosomal dominant; Osteosclerosis, 144750 (3), Autosomal dominant; van Buchem disease, type 2, 607636 (3), Autosomal dominant"
PPP6R3	610879	
GAL	137035	?Epilepsy, familial temporal lobe, 8, 616461 (3), Autosomal dominant
ZNF126	194633	
TESMIN	604374	
CPT1A	600528	CPT deficiency, hepatic, type IA, 255120 (3), Autosomal recessive
MRPL21	611834	
IGHMBP2	600502	"Charcot-Marie-Tooth disease, axonal, type 2S, 616155 (3), Autosomal recessive; Neuronopathy, distal hereditary motor, type VI, 604320 (3), Autosomal recessive"
MRGPRD	607231	
MRGPRF	607233	
TPCN2	612163	[Skin/hair/eye pigmentation 10, blond/brown hair], 612267 (3)
MYEOV	605625	
CCND1	168461	"{Colorectal cancer, susceptibility to}, 114500 (3), Autosomal dominant; {Multiple myeloma, susceptibility to}, 254500 (3), Somatic mutation; {von Hippel-Lindau syndrome, modifier of}, 193300 (3), Autosomal dominant"
ORAOV1	607224	
FGF19	603891	
FGF4	164980	
FGF3	164950	Deafness, congenital with inner ear agenesis, microtia, and microdontia, 610706 (3), Autosomal recessive
ANO1	610108	
FADD	602457	Infections, recurrent, with encephalopathy, hepatic dysfunction, and cardiovasuclar malformations, 613759 (3), Autosomal recessive
PPFIA1	611054	
CTTN	164765	
SHANK2	603290	{Autism susceptibility 17}, 613436 (3)
DHCR7	602858	Smith-Lemli-Opitz syndrome, 270400 (3), Autosomal recessive
NADSYN1	608285	
KRTAP5-9	148021	
FAM86C1	616124	
IL18BP	604113	
NUMA1	164009	Leukemia, acute promyelocytic, somatic, 612376 (3)
LRTOMT	612414	Deafness, autosomal recessive 63, 611451 (3), Autosomal recessive
LAMTOR1	613510	
ANAPC15	614717	
FOLR1	136430	Neurodegeneration due to cerebral folate transport deficiency, 613068 (3), Autosomal recessive
FOLR2	136425	
INPPL1	600829	Opsismodysplasia, 258480 (3), Autosomal recessive
PHOX2A	602753	Fibrosis of extraocular muscles, congenital, 2, 602078 (3), Autosomal recessive
CLPB	616254	3-methylglutaconic aciduria, type VII, with cataracts, neurologic involvement and neutropenia, 616271 (3), Autosomal recessive
PDE2A	602658	
MIR139	615017	
ARAP1	606646	
P2RY2	600041	
P2RY6	602451	
RELT	611211	
FAM168A	616316	
PLEKHB1	607651	
RAB6A	179513	
MRPL48	611853	
COA4	608016	
DNAJB13	610263	
UCP2	601693	{Obesity, susceptibility to, BMIQ4}, 607447 (3)
UCP3	602044	{Obesity, severe, and type II diabetes}, 601665 (3), Autosomal recessive, Autosomal dominant, Multifactorial
C2CD3	615944	?Orofaciodigital syndrome XIV, 615948 (3), Autosomal recessive
PPME1	611117	
P4HA3	608987	
PGM2L1	611610	
KCNE3	604433	Brugada syndrome 6, 613119 (3)
CHRDL2	613127	
XRRA1	609788	
NEU3	604617	
SLCO2B1	604988	
ARRB1	107940	
MIR326	613755	
RPS3	600454	
SNORD15A	600455	
GDPD5	609632	
ATOD7	613064	{Dermatitis, atopic, susceptibility to, 7}, 613064 (2)
SERPINH1	600943	"?Osteogenesis imperfecta, type X, 613848 (3), Autosomal recessive; {Preterm premature rupture of the membranes, susceptibility to}, 610504 (3)"
MOGAT2	610270	
DGAT2	606983	
UVRAG	602493	
WNT11	603699	
THAP12	607374	
EMSY	608574	
LRRC32	137207	
TSKU	608015	
B3GNT6	615315	
CAPN5	602537	Vitreoretinopathy, neovascular inflammatory, 193235 (3), Autosomal dominant
OMP	164340	
MYO7A	276903	"Deafness, autosomal dominant 11, 601317 (3), Autosomal dominant; Deafness, autosomal recessive 2, 600060 (3), Autosomal recessive; Usher syndrome, type 1B, 276900 (3), Autosomal recessive"
PAK1	602590	
GCRG224	610888	
IHPS3	612017	Pyloric stenosis, infantile hypertrophic, 3, 612017 (2)
SCZD2	603342	{?Schizophrenia}, 181500 (2), Autosomal dominant
SLEH1	607279	{Systemic lupus erythematosus with hemolytic anemia}, 607279 (2)
AQP11	609914	
CLNS1A	602158	
RSF1	608522	
INTS4	611348	
THRSP	601926	
NDUFC2	603845	
ALG8	608103	Congenital disorder of glycosylation, type Ih, 608104 (3)
GAB2	606203	
NARS2	612803	Combined oxidative phosphorylation deficiency 24, 616239 (3), Autosomal recessive
TENM4	610084	Tremor, hereditary essential, 5, 616736 (3), Autosomal dominant
PRCP	176785	
RAB30	605693	
PCF11	608876	
DLG2	603583	
TMEM126B	615533	
TMEM126A	612988	Optic atrophy 7, 612989 (3), Autosomal recessive
SYTL2	612880	
PICALM	603025	Leukemia, acute myeloid, somatic, 601626 (3)
EED	605984	
HIKESHI	614908	Leukodystrophy, hypomyelinating, 13, 616881 (3), Autosomal recessive
ME3	604626	
FZD4	604579	"Exudative vitreoretinopathy 1, 133780 (3), Autosomal dominant; Retinopathy of prematurity, 133780 (3), Autosomal dominant"
TMEM135	616360	
RAB38	606281	
CTSC	602365	"Haim-Munk syndrome, 245010 (3), Autosomal recessive; Papillon-Lefevre syndrome, 245000 (3), Autosomal recessive; Periodontitis 1, juvenile, 170650 (3), Autosomal recessive"
GRM5	604102	
TYR	606933	"Albinism, oculocutaneous, type IA, 203100 (3), Autosomal recessive; Albinism, oculocutaneous, type IB, 606952 (3); {Melanoma, cutaneous malignant, susceptibility to, 8}, 601800 (3); [Skin/hair/eye pigmentation 3, blue/green eyes], 601800 (3); [Skin/hair/eye pigmentation 3, light/dark/freckling skin], 601800 (3); Waardenburg syndrome/albinism, digenic, 103470 (3), Autosomal dominant"
NOX4	605261	
FOLH1B	609020	
TRIM49	606124	
UBTFL1	613696	
NAALAD2	611636	
FAT3	612483	
MTNR1B	600804	{Diabetes mellitus, type 2, susceptibility to}, 125853 (3), Autosomal dominant
FGQTL3	613233	[Fasting plasma glucose level QTL 3], 613233 (2)
SLC36A4	613760	
SMCO4	609477	
TAF1D	612823	
C11orf54	615810	
MED17	603810	Microcephaly, postnatal progressive, with seizures and brain atrophy, 613668 (3), Autosomal recessive
PANX1	608420	
IZUMO1R	615737	
GPR83	605569	
MRE11A	600814	Ataxia-telangiectasia-like disorder, 604391 (3), Autosomal recessive
FUT4	104230	
PIWIL4	610315	
AMOTL1	614657	
KDM4D	609766	
KDM4E	616581	
SRSF8	603269	
SESN3	607768	
CEP57	607951	Mosaic variegated aneuploidy syndrome 2, 614114 (3), Autosomal recessive
MTMR2	603557	Charcot-Marie-Tooth disease, type 4B1, 601382 (3), Autosomal recessive
MAML2	607537	Mucoepidermoid salivary gland carcinoma (3)
MIR1260B	615372	
JRKL	603211	
ANC	105580	?Anal canal carcinoma, 105580 (2), Autosomal dominant
CNTN5	607219	
ARHGAP42	615936	
PGR	607311	?Progesterone resistance, 264080 (2), Autosomal recessive
TRPC6	603652	Glomerulosclerosis, focal segmental, 2, 603965 (3)
ANGPTL5	607666	
CEP126	614634	
YAP1	606608	"Coloboma, ocular, 120433 (3), Autosomal dominant; Coloboma, ocular, with or without hearing impairment, cleft lip/palate, and/or mental retardation, 120433 (3), Autosomal dominant"
BIRC3	601721	
BIRC2	601712	
TMEM123	606356	
MMP7	178990	
MMP20	604629	Amelogenesis imperfecta, type IIA2, 612529 (3), Autosomal recessive
MMP8	120355	
MMP10	185260	
MMP1	120353	"COPD, rate of decline of lung function in, 606963 (3); {Epidermolysis bullosa dystrophica, autosomal recessive, modifier of}, 226600 (3), Autosomal recessive"
MMP3	185250	{Coronary heart disease, susceptibility to, 6}, 614466 (3)
MMP12	601046	
MMP13	600108	"Metaphyseal anadysplasia 1, 602111 (3), Autosomal dominant; Spondyloepimetaphyseal dysplasia, Missouri type, 602111 (3), Autosomal dominant"
DCUN1D5	616522	
DYNC2H1	603297	Short-rib thoracic dysplasia 3 with or without polydactyly, 613091 (3), Autosomal recessive, Digenic recessive
PDGFD	609673	
CASP12	608633	{Sepsis, susceptibility to} (3)
CASP4	602664	
CASP5	602665	
CASP1	147678	
CARD16	615680	
CARD17	609490	
CARD18	605354	
GRIA4	138246	
GUCY1A2	601244	
ALKBH8	613306	
ELMOD1	615456	
SLN	602203	
CUL5	601741	
ACAT1	607809	Alpha-methylacetoacetic aciduria, 203750 (3), Autosomal recessive
NPAT	601448	
ATM	607585	"Ataxia-telangiectasia, 208900 (3), Autosomal recessive; {Breast cancer, susceptibility to}, 114480 (3), Autosomal dominant; Lymphoma, B-cell non-Hodgkin, somatic (3); Lymphoma, mantle cell, somatic (3); T-cell prolymphocytic leukemia, somatic (3)"
EXPH5	612878	Epidermolysis bullosa, nonspecific, autosomal recessive, 615028 (3), Autosomal recessive
DDX10	601235	
ZC3H12C	615001	
RDX	179410	Deafness, autosomal recessive 24, 611022 (3), Autosomal recessive
FDX1	103260	
ADIPQTL4	612629	{Adiponectin, serum level of, QTL4}, 612629 (2)
BMND5	609354	[Bone mineral density QTL 5], 609354 (2)
BRCATA	600048	Breast cancer, 11:22 translocation associated (1)
CRCS7	612232	{Colorectal cancer, susceptibility to, 7}, 612232 (2)
EBVM1	132860	
GTS	137580	Tourette syndrome, 137580 (2), Autosomal dominant
JBS	147791	Jacobsen syndrome, 147791 (4), Isolated cases
NAFLD2	613387	{Fatty liver disease, nonalcoholic, susceptibility to, 2}, 613387 (2), Multifactorial
TCPT	188025	?Thrombocytopenia, Paris-Trousseau type, 188025 (4), Isolated cases
